# filename:lineno [module]function flags format
drivers/net/ethernet/intel/e1000/e1000_hw.c:912 [e1000]e1000_setup_fiber_serdes_link =_ "Auto-negotiation enabled\012"
drivers/net/ethernet/intel/e1000/e1000_hw.c:902 [e1000]e1000_setup_fiber_serdes_link =_ "Flow control param set incorrectly\012"
drivers/net/ethernet/intel/e1000/e1000_hw.c:784 [e1000]e1000_setup_link =_ "Initializing the Flow Control address, type and timer regs\012"
drivers/net/ethernet/intel/e1000/e1000_hw.c:767 [e1000]e1000_setup_link =_ "EEPROM Read Error\012"
drivers/net/ethernet/intel/e1000/e1000_hw.c:754 [e1000]e1000_setup_link =_ "After fix-ups FlowControl is now = %x\012"
drivers/net/ethernet/intel/e1000/e1000_hw.c:730 [e1000]e1000_setup_link =_ "EEPROM Read Error\012"
drivers/net/ethernet/intel/e1000/e1000_hw.c:599 [e1000]e1000_init_hw =_ "Zeroing the MTA\012"
drivers/net/ethernet/intel/e1000/e1000_hw.c:577 [e1000]e1000_init_hw =_ "Disabling MWI on 82542 rev 2.0\012"
drivers/net/ethernet/intel/e1000/e1000_hw.c:570 [e1000]e1000_init_hw =_ "Initializing the IEEE VLAN\012"
drivers/net/ethernet/intel/e1000/e1000_hw.c:562 [e1000]e1000_init_hw =_ "Error Initializing Identification LED\012"
drivers/net/ethernet/intel/e1000/e1000_hw.c:526 [e1000]e1000_reset_hw =_ "Masking off all interrupts\012"
drivers/net/ethernet/intel/e1000/e1000_hw.c:450 [e1000]e1000_reset_hw =_ "Issuing a global reset to MAC\012"
drivers/net/ethernet/intel/e1000/e1000_hw.c:417 [e1000]e1000_reset_hw =_ "Masking off all interrupts\012"
drivers/net/ethernet/intel/e1000/e1000_hw.c:412 [e1000]e1000_reset_hw =_ "Disabling MWI on 82542 rev 2.0\012"
drivers/net/ethernet/realtek/r8169.c:4390 [r8169]rtl_phy_work =_ "PHY reset until link up\012"
drivers/cdrom/cdrom.c:3259 [cdrom]mmc_ioctl_cdrom_last_written =_ "entering CDROM_LAST_WRITTEN\012"
drivers/cdrom/cdrom.c:3245 [cdrom]mmc_ioctl_cdrom_next_writable =_ "entering CDROM_NEXT_WRITABLE\012"
drivers/cdrom/cdrom.c:3229 [cdrom]mmc_ioctl_dvd_auth =_ "entering DVD_AUTH\012"
drivers/cdrom/cdrom.c:3209 [cdrom]mmc_ioctl_dvd_read_struct =_ "entering DVD_READ_STRUCT\012"
drivers/cdrom/cdrom.c:3187 [cdrom]mmc_ioctl_cdrom_pause_resume =_ "entering CDROMPAUSE/CDROMRESUME\012"
drivers/cdrom/cdrom.c:3174 [cdrom]mmc_ioctl_cdrom_start_stop =_ "entering CDROMSTART/CDROMSTOP\012"
drivers/cdrom/cdrom.c:3105 [cdrom]mmc_ioctl_cdrom_volume =_ "entering CDROMVOLUME\012"
drivers/cdrom/cdrom.c:3080 [cdrom]mmc_ioctl_cdrom_play_blk =_ "entering CDROMPLAYBLK\012"
drivers/cdrom/cdrom.c:3060 [cdrom]mmc_ioctl_cdrom_play_msf =_ "entering CDROMPLAYMSF\012"
drivers/cdrom/cdrom.c:2757 [cdrom]cdrom_ioctl_audioctl =_ "doing audio ioctl (start/stop/pause/resume)\012"
drivers/cdrom/cdrom.c:2738 [cdrom]cdrom_ioctl_volread =_ "entering CDROMVOLREAD\012"
drivers/cdrom/cdrom.c:2723 [cdrom]cdrom_ioctl_volctrl =_ "entering CDROMVOLCTRL\012"
drivers/cdrom/cdrom.c:2706 [cdrom]cdrom_ioctl_play_trkind =_ "entering CDROMPLAYTRKIND\012"
drivers/cdrom/cdrom.c:2691 [cdrom]cdrom_ioctl_play_msf =_ "entering CDROMPLAYMSF\012"
drivers/cdrom/cdrom.c:2602 [cdrom]cdrom_ioctl_changer_nslots =_ "entering CDROM_CHANGER_NSLOTS\012"
drivers/cdrom/cdrom.c:2596 [cdrom]cdrom_ioctl_disc_status =_ "This disc doesn't have any tracks I recognize!\012"
drivers/cdrom/cdrom.c:2574 [cdrom]cdrom_ioctl_disc_status =_ "entering CDROM_DISC_STATUS\012"
drivers/cdrom/cdrom.c:2541 [cdrom]cdrom_ioctl_drive_status =_ "entering CDROM_DRIVE_STATUS\012"
drivers/cdrom/cdrom.c:2534 [cdrom]cdrom_ioctl_get_mcn =_ "CDROM_GET_MCN successful\012"
drivers/cdrom/cdrom.c:2524 [cdrom]cdrom_ioctl_get_mcn =_ "entering CDROM_GET_MCN\012"
drivers/cdrom/cdrom.c:2508 [cdrom]cdrom_ioctl_get_capability =_ "entering CDROM_GET_CAPABILITY\012"
drivers/cdrom/cdrom.c:2498 [cdrom]cdrom_ioctl_debug =_ "%sabling debug\012"
drivers/cdrom/cdrom.c:2479 [cdrom]cdrom_ioctl_lock_door =_ "%socking door\012"
drivers/cdrom/cdrom.c:2466 [cdrom]cdrom_ioctl_reset =_ "entering CDROM_RESET\012"
drivers/cdrom/cdrom.c:2459 [cdrom]cdrom_ioctl_select_disc =_ "Using generic cdrom_select_disc()\012"
drivers/cdrom/cdrom.c:2441 [cdrom]cdrom_ioctl_select_disc =_ "entering CDROM_SELECT_DISC\012"
drivers/cdrom/cdrom.c:2431 [cdrom]cdrom_ioctl_select_speed =_ "entering CDROM_SELECT_SPEED\012"
drivers/cdrom/cdrom.c:2422 [cdrom]cdrom_ioctl_clear_options =_ "entering CDROM_CLEAR_OPTIONS\012"
drivers/cdrom/cdrom.c:2394 [cdrom]cdrom_ioctl_set_options =_ "entering CDROM_SET_OPTIONS\012"
drivers/cdrom/cdrom.c:2368 [cdrom]cdrom_ioctl_media_changed =_ "entering CDROM_MEDIA_CHANGED\012"
drivers/cdrom/cdrom.c:2349 [cdrom]cdrom_ioctl_eject_sw =_ "entering CDROMEJECT_SW\012"
drivers/cdrom/cdrom.c:2339 [cdrom]cdrom_ioctl_closetray =_ "entering CDROMCLOSETRAY\012"
drivers/cdrom/cdrom.c:2322 [cdrom]cdrom_ioctl_eject =_ "entering CDROMEJECT\012"
drivers/cdrom/cdrom.c:2316 [cdrom]cdrom_ioctl_multisession =_ "CDROMMULTISESSION successful\012"
drivers/cdrom/cdrom.c:2294 [cdrom]cdrom_ioctl_multisession =_ "entering CDROMMULTISESSION\012"
drivers/cdrom/cdrom.c:1987 [cdrom]dvd_read_struct =_ ": Invalid DVD structure read requested (%d)\012"
drivers/cdrom/cdrom.c:1955 [cdrom]dvd_read_manufact =_ "Received invalid manufacture info length (%d): truncating to 2048\012"
drivers/cdrom/cdrom.c:1913 [cdrom]dvd_read_bca =_ "Received invalid BCA length (%d)\012"
drivers/cdrom/cdrom.c:1780 [cdrom]dvd_do_auth =_ "Invalid DVD key ioctl (%d)\012"
drivers/cdrom/cdrom.c:1770 [cdrom]dvd_do_auth =_ "entering DVD_HOST_SEND_RPC_STATE\012"
drivers/cdrom/cdrom.c:1753 [cdrom]dvd_do_auth =_ "entering DVD_LU_SEND_RPC_STATE\012"
drivers/cdrom/cdrom.c:1745 [cdrom]dvd_do_auth =_ "entering DVD_INVALIDATE_AGID\012"
drivers/cdrom/cdrom.c:1730 [cdrom]dvd_do_auth =_ "entering DVD_HOST_SEND_KEY2\012"
drivers/cdrom/cdrom.c:1718 [cdrom]dvd_do_auth =_ "entering DVD_HOST_SEND_CHALLENGE\012"
drivers/cdrom/cdrom.c:1707 [cdrom]dvd_do_auth =_ "entering DVD_LU_SEND_ASF\012"
drivers/cdrom/cdrom.c:1688 [cdrom]dvd_do_auth =_ "entering DVD_LU_SEND_TITLE_KEY\012"
drivers/cdrom/cdrom.c:1676 [cdrom]dvd_do_auth =_ "entering DVD_LU_SEND_CHALLENGE\012"
drivers/cdrom/cdrom.c:1665 [cdrom]dvd_do_auth =_ "entering DVD_LU_SEND_KEY1\012"
drivers/cdrom/cdrom.c:1653 [cdrom]dvd_do_auth =_ "entering DVD_LU_SEND_AGID\012"
drivers/cdrom/cdrom.c:1408 [cdrom]cdrom_select_disc =_ "entering cdrom_select_disc()\012"
drivers/cdrom/cdrom.c:1379 [cdrom]cdrom_load_unload =_ "entering cdrom_load_unload()\012"
drivers/cdrom/cdrom.c:1358 [cdrom]cdrom_number_of_slots =_ "entering cdrom_number_of_slots()\012"
drivers/cdrom/cdrom.c:1328 [cdrom]cdrom_slot_status =_ "entering cdrom_slot_status()\012"
drivers/cdrom/cdrom.c:1269 [cdrom]cdrom_release =_ "Unlocking door!\012"
drivers/cdrom/cdrom.c:1265 [cdrom]cdrom_release =_ "Use count for \042/dev/%s\042 now zero\012"
drivers/cdrom/cdrom.c:1258 [cdrom]cdrom_release =_ "entering cdrom_release\012"
drivers/cdrom/cdrom.c:1240 [cdrom]check_for_audio_disc =_ "the tray is now closed\012"
drivers/cdrom/cdrom.c:1237 [cdrom]check_for_audio_disc =_ "bummer. disc isn't ready.\012"
drivers/cdrom/cdrom.c:1233 [cdrom]check_for_audio_disc =_ "bummer. the tray is still not closed.\012"
drivers/cdrom/cdrom.c:1227 [cdrom]check_for_audio_disc =_ "bummer. this driver can't close the tray.\012"
drivers/cdrom/cdrom.c:1218 [cdrom]check_for_audio_disc =_ "bummer. tried to close tray but failed.\012"
drivers/cdrom/cdrom.c:1215 [cdrom]check_for_audio_disc =_ "trying to close the tray\012"
drivers/cdrom/cdrom.c:1211 [cdrom]check_for_audio_disc =_ "the tray is open...\012"
drivers/cdrom/cdrom.c:1209 [cdrom]check_for_audio_disc =_ "drive_status=%d\012"
drivers/cdrom/cdrom.c:1204 [cdrom]check_for_audio_disc =_ "entering check_for_audio_disc\012"
drivers/cdrom/cdrom.c:1188 [cdrom]cdrom_open =_ "door unlocked\012"
drivers/cdrom/cdrom.c:1183 [cdrom]cdrom_open =_ "Use count for \042/dev/%s\042 now %d\012"
drivers/cdrom/cdrom.c:1153 [cdrom]cdrom_open =_ "entering cdrom_open\012"
drivers/cdrom/cdrom.c:1135 [cdrom]open_for_data =_ "door unlocked\012"
drivers/cdrom/cdrom.c:1132 [cdrom]open_for_data =_ "open failed\012"
drivers/cdrom/cdrom.c:1123 [cdrom]open_for_data =_ "device opened successfully\012"
drivers/cdrom/cdrom.c:1121 [cdrom]open_for_data =_ "door locked\012"
drivers/cdrom/cdrom.c:1116 [cdrom]open_for_data =_ "open device failed\012"
drivers/cdrom/cdrom.c:1111 [cdrom]open_for_data =_ "opening the device gave me %d\012"
drivers/cdrom/cdrom.c:1107 [cdrom]open_for_data =_ "all seems well, opening the devicen"
drivers/cdrom/cdrom.c:1103 [cdrom]open_for_data =_ "wrong media type, but CDO_CHECK_TYPE not set\012"
drivers/cdrom/cdrom.c:1098 [cdrom]open_for_data =_ "pid %d must open device O_NONBLOCK!\012"
drivers/cdrom/cdrom.c:1096 [cdrom]open_for_data =_ "bummer. wrong media type.\012"
drivers/cdrom/cdrom.c:1086 [cdrom]open_for_data =_ "bummer. no disc.\012"
drivers/cdrom/cdrom.c:1075 [cdrom]open_for_data =_ "the tray is now closed\012"
drivers/cdrom/cdrom.c:1071 [cdrom]open_for_data =_ "tray might not contain a medium\012"
drivers/cdrom/cdrom.c:1070 [cdrom]open_for_data =_ "bummer. the tray is still not closed.\012"
drivers/cdrom/cdrom.c:1063 [cdrom]open_for_data =_ "bummer. this drive can't close the tray.\012"
drivers/cdrom/cdrom.c:1053 [cdrom]open_for_data =_ "bummer. tried to close the tray but failed.\012"
drivers/cdrom/cdrom.c:1050 [cdrom]open_for_data =_ "trying to close the tray\012"
drivers/cdrom/cdrom.c:1046 [cdrom]open_for_data =_ "the tray is open...\012"
drivers/cdrom/cdrom.c:1044 [cdrom]open_for_data =_ "drive_status=%d\012"
drivers/cdrom/cdrom.c:1039 [cdrom]open_for_data =_ "entering open_for_data\012"
drivers/cdrom/cdrom.c:1030 [cdrom]cdrom_count_tracks =_ "disc has %d tracks: %d=audio %d=data %d=Cd-I %d=XA\012"
drivers/cdrom/cdrom.c:1026 [cdrom]cdrom_count_tracks =_ "track %d: format=%d, ctrl=%d\012"
drivers/cdrom/cdrom.c:997 [cdrom]cdrom_count_tracks =_ "entering cdrom_count_tracks\012"
drivers/cdrom/cdrom.c:950 [cdrom]cdrom_dvd_rw_close_write =_ "%s: DVD+RW media clean\012"
drivers/cdrom/cdrom.c:945 [cdrom]cdrom_dvd_rw_close_write =_ "%s: No DVD+RW\012"
drivers/cdrom/cdrom.c:855 [cdrom]cdrom_ram_open_write =_ "can open for random write\012"
drivers/cdrom/cdrom.c:654 [cdrom]unregister_cdrom =_ "drive \042/dev/%s\042 unregistered\012"
drivers/cdrom/cdrom.c:645 [cdrom]unregister_cdrom =_ "entering unregister_cdrom\012"
drivers/cdrom/cdrom.c:635 [cdrom]register_cdrom =_ "drive \042/dev/%s\042 registered\012"
drivers/cdrom/cdrom.c:593 [cdrom]register_cdrom =_ "entering register_cdrom\012"
drivers/pcmcia/cs.c:792 [pcmcia_core]pcmcia_reset_card =_ "can't reset, is cardbus\012"
drivers/pcmcia/cs.c:787 [pcmcia_core]pcmcia_reset_card =_ "can't reset, suspended\012"
drivers/pcmcia/cs.c:782 [pcmcia_core]pcmcia_reset_card =_ "can't reset, not present\012"
drivers/pcmcia/cs.c:777 [pcmcia_core]pcmcia_reset_card =_ "resetting socket\012"
drivers/pcmcia/cs.c:727 [pcmcia_core]pcmcia_parse_uevents =_ "parse_uevents: events %08x\012"
drivers/pcmcia/cs.c:702 [pcmcia_core]pcmcia_parse_events =_ "parse_events: events %08x\012"
drivers/pcmcia/cs.c:505 [pcmcia_core]socket_late_resume =_ "suspend state 0x%x != resume state 0x%x\012"
drivers/pcmcia/cs.c:440 [pcmcia_core]socket_insert =_ "insert done\012"
drivers/pcmcia/cs.c:417 [pcmcia_core]socket_insert =_ "insert\012"
drivers/pcmcia/cs.c:339 [pcmcia_core]socket_setup =_ "setup\012"
drivers/pcmcia/cs.c:292 [pcmcia_core]socket_shutdown =_ "shutdown\012"
drivers/pcmcia/cs.c:256 [pcmcia_core]socket_reset =_ "reset\012"
drivers/pcmcia/cs.c:214 [pcmcia_core]pcmcia_unregister_socket =_ "pcmcia_unregister_socket(0x%p)\012"
drivers/pcmcia/cs.c:114 [pcmcia_core]pcmcia_register_socket =_ "pcmcia_register_socket(0x%p)\012"
drivers/pcmcia/ds.c:1294 [pcmcia]pcmcia_bus_early_resume =_ "cis mismatch - different card\012"
drivers/pcmcia/ds.c:1253 [pcmcia]pcmcia_bus_suspend =_ "suspending socket %d\012"
drivers/pcmcia/ds.c:1246 [pcmcia]pcmcia_bus_resume =_ "resuming socket %d\012"
drivers/pcmcia/ds.c:1206 [pcmcia]pcmcia_dev_resume =_ "requesting configuration\012"
drivers/pcmcia/ds.c:1197 [pcmcia]pcmcia_dev_resume =_ "resuming\012"
drivers/pcmcia/ds.c:1174 [pcmcia]pcmcia_dev_suspend =_ "releasing configuration\012"
drivers/pcmcia/ds.c:1152 [pcmcia]pcmcia_dev_suspend =_ "suspending\012"
drivers/pcmcia/ds.c:929 [pcmcia]pcmcia_bus_match =_ "matched to %s\012"
drivers/pcmcia/ds.c:927 [pcmcia]pcmcia_bus_match =_ "trying to match to %s\012"
drivers/pcmcia/ds.c:919 [pcmcia]pcmcia_bus_match =_ "matched to %s\012"
drivers/pcmcia/ds.c:917 [pcmcia]pcmcia_bus_match =_ "trying to match to %s\012"
drivers/pcmcia/ds.c:888 [pcmcia]pcmcia_devmatch =_ "device needs a fake CIS\012"
drivers/pcmcia/ds.c:882 [pcmcia]pcmcia_devmatch =_ "skipping FUNC_ID match until userspace ACK\012"
drivers/pcmcia/ds.c:851 [pcmcia]pcmcia_devmatch =_ "this is a pseudo-multi-function device\012"
drivers/pcmcia/ds.c:756 [pcmcia]pcmcia_load_firmware =_ "trying to load CIS file %s\012"
drivers/pcmcia/ds.c:671 [pcmcia]pcmcia_requery_callback =_ "update device information\012"
drivers/pcmcia/ds.c:649 [pcmcia]pcmcia_card_add =_ "invalid CIS or invalid resources\012"
drivers/pcmcia/ds.c:626 [pcmcia]pcmcia_card_add =_ "validating mem resources failed, delaying card_add\012"
drivers/pcmcia/ds.c:619 [pcmcia]pcmcia_card_add =_ "no resources available, delaying card_add\012"
drivers/pcmcia/ds.c:555 [pcmcia]pcmcia_device_add =_ "creating config_t\012"
drivers/pcmcia/ds.c:530 [pcmcia]pcmcia_device_add =_ "devname is %s\012"
drivers/pcmcia/ds.c:497 [pcmcia]pcmcia_device_add =_ "adding device to %d, function %d\012"
drivers/pcmcia/ds.c:448 [pcmcia]pcmcia_device_query =_ "mem device geometry probably means FUNCID_MEMORY\012"
drivers/pcmcia/ds.c:365 [pcmcia]pcmcia_device_remove =_ "removing device\012"
drivers/pcmcia/ds.c:349 [pcmcia]pcmcia_card_remove =_ "unregistering device\012"
drivers/pcmcia/ds.c:331 [pcmcia]pcmcia_card_remove =_ "pcmcia_card_remove(%d) %s\012"
drivers/pcmcia/ds.c:303 [pcmcia]pcmcia_device_probe =_ "resources: ioport %pR %pR iomem %pR %pR %pR"
drivers/pcmcia/ds.c:300 [pcmcia]pcmcia_device_probe =_ "%s bound: Vpp %d.%d, idx %x, IRQ %d"
drivers/pcmcia/ds.c:296 [pcmcia]pcmcia_device_probe =_ "binding to %s failed with %d\012"
drivers/pcmcia/ds.c:285 [pcmcia]pcmcia_device_probe =_ "base %x, regs %x"
drivers/pcmcia/ds.c:270 [pcmcia]pcmcia_device_probe =_ "trying to bind to %s\012"
drivers/pcmcia/ds.c:244 [pcmcia]pcmcia_release_dev =_ "releasing device\012"
drivers/pcmcia/ds.c:236 [pcmcia]pcmcia_release_function =_ "releasing config_t\012"
drivers/pcmcia/ds.c:208 [pcmcia]pcmcia_unregister_driver =_ "unregistering driver %s\012"
drivers/pcmcia/ds.c:188 [pcmcia]pcmcia_register_driver =_ "registering driver %s\012"
drivers/pcmcia/pcmcia_resource.c:982 [pcmcia]pcmcia_disable_device =_ "disabling device\012"
drivers/pcmcia/pcmcia_resource.c:957 [pcmcia]pcmcia_request_window =_ "request_window results in %pR\012"
drivers/pcmcia/pcmcia_resource.c:937 [pcmcia]pcmcia_request_window =_ "failed to set memory mapping\012"
drivers/pcmcia/pcmcia_resource.c:923 [pcmcia]pcmcia_request_window =_ "allocating mem region failed\012"
drivers/pcmcia/pcmcia_resource.c:912 [pcmcia]pcmcia_request_window =_ "all windows are used already\012"
drivers/pcmcia/pcmcia_resource.c:900 [pcmcia]pcmcia_request_window =_ "invalid base address\012"
drivers/pcmcia/pcmcia_resource.c:895 [pcmcia]pcmcia_request_window =_ "invalid map size\012"
drivers/pcmcia/pcmcia_resource.c:886 [pcmcia]pcmcia_request_window =_ "No card present\012"
drivers/pcmcia/pcmcia_resource.c:883 [pcmcia]pcmcia_request_window =_ "request_window %pR %d\012"
drivers/pcmcia/pcmcia_resource.c:677 [pcmcia]pcmcia_request_io =_ "pcmcia_request_io succeeded: %pR , %pR"
drivers/pcmcia/pcmcia_resource.c:650 [pcmcia]pcmcia_request_io =_ "IO already configured\012"
drivers/pcmcia/pcmcia_resource.c:646 [pcmcia]pcmcia_request_io =_ "Configuration is locked\012"
drivers/pcmcia/pcmcia_resource.c:641 [pcmcia]pcmcia_request_io =_ "pcmcia_request_io: No card present\012"
drivers/pcmcia/pcmcia_resource.c:638 [pcmcia]pcmcia_request_io =_ "pcmcia_request_io: %pR , %pR"
drivers/pcmcia/pcmcia_resource.c:554 [pcmcia]pcmcia_enable_device =_ "clearing CISREG_PRR\012"
drivers/pcmcia/pcmcia_resource.c:549 [pcmcia]pcmcia_enable_device =_ "clearing CISREG_SCR\012"
drivers/pcmcia/pcmcia_resource.c:543 [pcmcia]pcmcia_enable_device =_ "enable_device: V %d, flags %x, base %x, regs %x, idx %x\012"
drivers/pcmcia/pcmcia_resource.c:503 [pcmcia]pcmcia_enable_device =_ "Configuration is locked\012"
drivers/pcmcia/pcmcia_resource.c:448 [pcmcia]pcmcia_release_window =_ "not releasing unknown window\012"
drivers/pcmcia/pcmcia_resource.c:438 [pcmcia]pcmcia_release_window =_ "releasing window %pR\012"
drivers/pcmcia/pcmcia_resource.c:318 [pcmcia]pcmcia_fixup_vpp =_ "No card? Config not locked?\012"
drivers/pcmcia/pcmcia_resource.c:314 [pcmcia]pcmcia_fixup_vpp =_ "fixup Vpp to %d\012"
drivers/pcmcia/pcmcia_resource.c:270 [pcmcia]pcmcia_fixup_iowidth =_ "No card? Config not locked?\012"
drivers/pcmcia/pcmcia_resource.c:266 [pcmcia]pcmcia_fixup_iowidth =_ "fixup iowidth to 8bit\012"
drivers/pcmcia/pcmcia_resource.c:176 [pcmcia]pcmcia_access_config =_ "Configuration isn't locked\012"
drivers/pcmcia/pcmcia_resource.c:146 [pcmcia]alloc_io_space =_ "alloc_io_space request result %d: %pR\012"
drivers/pcmcia/pcmcia_resource.c:130 [pcmcia]alloc_io_space =_ "alloc_io_space request failed (%d)\012"
drivers/pcmcia/pcmcia_resource.c:123 [pcmcia]alloc_io_space =_ "odd IO request\012"
drivers/pcmcia/pcmcia_resource.c:116 [pcmcia]alloc_io_space =_ "odd IO request\012"
drivers/pcmcia/pcmcia_resource.c:111 [pcmcia]alloc_io_space =_ "alloc_io_space request for %pR, %d lines\012"
drivers/pcmcia/pcmcia_resource.c:69 [pcmcia]release_io_space =_ "release_io_space for %pR\012"
drivers/pcmcia/cistpl.c:1358 [pcmcia]pcmcia_parse_tuple =_ "parse_tuple failed %d\012"
drivers/pcmcia/cistpl.c:624 [pcmcia]pccard_get_next_tuple =_ "cs: overrun in pcmcia_get_next_tuple\012"
drivers/pcmcia/cistpl.c:262 [pcmcia]pcmcia_write_cis_mem =_ "could not map memory\012"
drivers/pcmcia/cistpl.c:237 [pcmcia]pcmcia_write_cis_mem =_ "could not map memory\012"
drivers/pcmcia/cistpl.c:223 [pcmcia]pcmcia_write_cis_mem =_ "pcmcia_write_cis_mem(%d, %#x, %u)\012"
drivers/pcmcia/cistpl.c:205 [pcmcia]pcmcia_read_cis_mem =_ "  %#2.2x %#2.2x %#2.2x %#2.2x ...\012"
drivers/pcmcia/cistpl.c:188 [pcmcia]pcmcia_read_cis_mem =_ "could not map memory\012"
drivers/pcmcia/cistpl.c:172 [pcmcia]pcmcia_read_cis_mem =_ "attempt to read CIS mem at addr %#x"
drivers/pcmcia/cistpl.c:155 [pcmcia]pcmcia_read_cis_mem =_ "could not map memory\012"
drivers/pcmcia/cistpl.c:141 [pcmcia]pcmcia_read_cis_mem =_ "pcmcia_read_cis_mem(%d, %#x, %u)\012"
drivers/pcmcia/pcmcia_cis.c:363 [pcmcia]pcmcia_do_get_tuple =_ "do_get_tuple: out of memory\012"
drivers/pcmcia/pcmcia_cis.c:245 [pcmcia]pcmcia_do_loop_config =_ "checking configuration %x: %pr %pr %pr (%d lines)\012"
drivers/pcmcia/pcmcia_cis.c:167 [pcmcia]pcmcia_do_loop_config =_ "testing configuration %x, autoconf %x\012"
drivers/pcmcia/rsrc_nonstatic.c:371 [pcmcia_rsrc]do_validate_mem =_ "cs: memory probe 0x%06lx-0x%06lx: %p %p %u %u %u"
drivers/pcmcia/rsrc_nonstatic.c:272 [pcmcia_rsrc]readable =_ "fake CIS is being used: can't validate mem\012"
drivers/pcmcia/o2micro.h:124 [yenta_socket]o2micro_override =_ "O2: 0x94/0xD4: %02x/%02x\012"
drivers/pcmcia/yenta_socket.c:163 [yenta_socket]exca_writew =_ "%04x %04x\012"
drivers/pcmcia/yenta_socket.c:156 [yenta_socket]exca_writeb =_ "%04x %02x\012"
drivers/pcmcia/yenta_socket.c:141 [yenta_socket]exca_readb =_ "%04x %02x\012"
drivers/pcmcia/yenta_socket.c:134 [yenta_socket]config_writel =_ "%04x %08x\012"
drivers/pcmcia/yenta_socket.c:128 [yenta_socket]config_writew =_ "%04x %04x\012"
drivers/pcmcia/yenta_socket.c:122 [yenta_socket]config_writeb =_ "%04x %02x\012"
drivers/pcmcia/yenta_socket.c:116 [yenta_socket]config_readl =_ "%04x %08x\012"
drivers/pcmcia/yenta_socket.c:108 [yenta_socket]config_readw =_ "%04x %04x\012"
drivers/pcmcia/yenta_socket.c:100 [yenta_socket]config_readb =_ "%04x %02x\012"
drivers/pcmcia/yenta_socket.c:91 [yenta_socket]cb_writel =_ "%04x %08x\012"
drivers/pcmcia/yenta_socket.c:85 [yenta_socket]cb_readl =_ "%04x %08x\012"
drivers/usb/core/hub.c:5785 [usbcore]usb_hub_adjust_deviceremovable =_ "DeviceRemovable is changed to 1 according to platform information.\012"
drivers/usb/core/hub.c:5769 [usbcore]usb_hub_adjust_deviceremovable =_ "DeviceRemovable is changed to 1 according to platform information.\012"
drivers/usb/core/hub.c:5621 [usbcore]usb_reset_device =_ "%s for root hub!\012"
drivers/usb/core/hub.c:5615 [usbcore]usb_reset_device =_ "device reset not allowed in state %d\012"
drivers/usb/core/hub.c:5443 [usbcore]usb_reset_and_verify_device =_ "device reset not allowed in state %d\012"
drivers/usb/core/hub.c:5387 [usbcore]descriptors_changed =_ "serial string changed\012"
drivers/usb/core/hub.c:5384 [usbcore]descriptors_changed =_ "serial string error %d\012"
drivers/usb/core/hub.c:5373 [usbcore]descriptors_changed =_ "config index %d changed (#%d)\012"
drivers/usb/core/hub.c:5364 [usbcore]descriptors_changed =_ "config index %d, error %d\012"
drivers/usb/core/hub.c:5223 [usbcore]hub_event =_ "over-current change\012"
drivers/usb/core/hub.c:5211 [usbcore]hub_event =_ "power change\012"
drivers/usb/core/hub.c:5171 [usbcore]hub_event =_ "error resetting hub: %d\012"
drivers/usb/core/hub.c:5167 [usbcore]hub_event =_ "resetting for error %d\012"
drivers/usb/core/hub.c:5158 [usbcore]hub_event =_ "Can't autoresume: %d\012"
drivers/usb/core/hub.c:5140 [usbcore]hub_event =_ "state %d ports %d chg %04x evt %04x\012"
drivers/usb/core/hub.c:5101 [usbcore]port_event =_ "do warm reset\012"
drivers/usb/core/hub.c:5079 [usbcore]port_event =_ "link state change\012"
drivers/usb/core/hub.c:5074 [usbcore]port_event =_ "warm reset change\012"
drivers/usb/core/hub.c:5069 [usbcore]port_event =_ "reset change\012"
drivers/usb/core/hub.c:5058 [usbcore]port_event =_ "over-current change\012"
drivers/usb/core/hub.c:5040 [usbcore]port_event =_ "enable change, status %08x\012"
drivers/usb/core/hub.c:4972 [usbcore]hub_port_connect_change =_ "status %04x, change %04x, %s\012"
drivers/usb/core/hub.c:4925 [usbcore]hub_port_connect =_ "%dmA power budget left\012"
drivers/usb/core/hub.c:4859 [usbcore]hub_port_connect =_ "get status %d ?\012"
drivers/usb/core/hub.c:4625 [usbcore]hub_port_init =_ "ep0 maxpacket = %d\012"
drivers/usb/core/hub.c:4526 [usbcore]hub_port_init =_ "device reset changed speed!\012"
drivers/usb/core/hub.c:4378 [usbcore]hub_port_init =_ "device reset changed speed!\012"
drivers/usb/core/hub.c:4238 [usbcore]hub_port_debounce =_ "debounce total %dms stable %dms status 0x%x\012"
drivers/usb/core/hub.c:3768 [usbcore]usb_set_device_initiated_lpm =_ "%s: Can't %s %s state for unconfigured device.\012"
drivers/usb/core/hub.c:3697 [usbcore]usb_req_set_sel =_ "Device-initiated %s disabled due to long SEL %llu us or PEL %llu us\012"
drivers/usb/core/hub.c:3625 [usbcore]hub_reset_resume =_ "%s\012"
drivers/usb/core/hub.c:3616 [usbcore]hub_resume =_ "%s\012"
drivers/usb/core/hub.c:3605 [usbcore]hub_suspend =_ "%s\012"
drivers/usb/core/hub.c:3538 [usbcore]hub_handle_remote_wakeup =_ "resume, status %d\012"
drivers/usb/core/hub.c:3490 [usbcore]usb_remote_wakeup =_ "usb %sresume\012"
drivers/usb/core/hub.c:3468 [usbcore]usb_port_resume =_ "can't resume, status %d\012"
drivers/usb/core/hub.c:3432 [usbcore]usb_port_resume =_ "usb %sresume\012"
